index|0
Wild Boar – The place is called Da Jia Hao (or everybody good in chinese!)|restaurants
You come out of the MRT station Dingxi (MRT Orange Line) , I think it’s exit number 1, up the escalator, its on the left hand side and you will see the place ‘through the window’ as you are going up the escalator…|restaurants
more confusing that it sounds, but trust me it should make more sense when you guys get there, basically it’s in a separate building just outside the station 🙂 Ahh… when you are in DingXi make sure try THE original soya milk shop called ‘Dou Jiang Da Wang’|restaurants
The directions… are difficult to describe, but it’s a five minute walk from the station (Dingxi) and any local in the area should know this place, very popular… ok good luck and hope you enjoy it!!!|restaurants
Am in Singapore right now and was just feasting on ‘Hainanese Chicken’ rice for lunch a moment ago|restaurants
I have always thought that the dish originated from the Malayan Straits but perhaps I am mistaken|restaurants
I mean, it’s essentially poached chicken isn’t it? In fact, I first heard of White Cut Chicken (or ‘bai qie ji’) when a Hongkong colleague mentioned it to me in London|restaurants
lol.|restaurants
Great write up! I am taking my first trip to Taiwan in a few weeks time, so your post will make great reference material!|restaurants
An American in London – Taipei is a great place for food, so much to eat! Zen bing? Is the bread white, soft and fluffy? Nope, don’t think I tried it on this trip!|restaurants
London Chow – Yeah, essentially the same recipe of poached chicken|restaurants
I did a bit of research and I think that there are several variations of this recipe, with each cuisine claiming a version of it, and I think there are a few twists and touches with each version|restaurants
I know for a fact that Bai Zhan Chicken is part and parcel of Hainan cuisine… because my grandfather is from Hainan and he passed down a family recipe to my aunts and uncles (my grandfather is a chef, my dad doesnt cook)|restaurants
In Taiwan, I believe the recipe came from parts of southern China, probably in a similar fashion as Niu Rou Mien.|restaurants
Oh not fluffy, etc|restaurants
 Zen bing really is like a burrito|restaurants
 You get a flour pancake (almost like a flour tortilla, but a bit tougher – hot off the griddle), and it’s filled with a little rice, veg, egg, chinese sausage – whatever you like, really|restaurants
 The best part, in my opinion, was always the crushed peanuts/peanut powder to add crunch and sweet nuttiness|restaurants
 It’s great stuff and I’d recommend looking out for it next time you’re in Tapiei|restaurants
 [I used to spend summers in Taipei when I was little.]|restaurants
i think AAIL is referring to ‘jian bing’|restaurants
the panfried chinese dough ‘biscuits’ with some sort of savoury filling? variations like hu jiao bing (pepper biscuit) or da bing bao xiao bing (big biscuit wrapping small biscuit).|restaurants
http://blog.istarvin.com/2010/03/08/weekly-round-up-of-the-national-critics%E2%80%99-restaurant-reviews-by-oliverthring-803/|restaurants
Looks like you had a good time and ate plenty|restaurants
 Great write up and mouth watering pics as always, makes me want to get into photography… I actually have an SLR but never found the time to play with it! =)|restaurants
great post and awesome pictures… i think what AAIL is talking about is “run bing”.|restaurants
it’s a thin crepe/tortilla like wrapper that encompasses stirfried cabbage and other veggies, ground peanuts and cilantro.|restaurants
they also make a dessert version i’ve discovered with ice cream and ground peanuts (and cilantro!)|restaurants
Sonoma Grill, Taipei : Well travelled American beef|restaurants
« London Eater – London food blog and restaurant reviews and restaurant guide|restaurants
This is such a great post, Taiwanese food is always so flavoursome and seasoned! I wonder if you ever found hujiao bing in London, can you let me know?|restaurants
The 2019 prices have risen nearly across the board, though quality remains ever so high here at L’Arpege|restaurants
Spontaneity and creativity reign supreme, Passard and his kitchen still immensely spirited in their practice of gastronomy at the highest levels, they continue to introduce new dishes to their menu, not bad for a restaurant now in its 33rd year|restaurants
As usual, Tony Beldroega was in charge of the affairs today, with the Chef himself making an appearance mid-way through lunch to greet punters|restaurants
I had wanted to try Alain’s latest Frankenstein creation, the Chimera, pigeon stiched together with a rack of lamb, but alas it wasn’t on the menu on this visit.|restaurants
For this meal, I decided to try the Gardener’s lunch again, now 175€ ,  supplemented with a half portion of the lobster/vin jaune (now 210€ for the whole, 105€ for the half) and also asked kindly if I could try their vegetable tatin as well as their strawberries, now in its prime.|restaurants
As you might be familiar, the lunch menu is essentially themed around whatever vegetables they have in abundance from Alain’s two gardens|restaurants
